run_id,stage_id,workflow_component,operating_area,item_id,model,planned_input_tokens,planned_output_tokens,measured_input_tokens,measured_output_tokens
TM_018-C012-00233,TM_018,Customer check-in support,Customer check-in & communication support,A002,Claude Sonnet 4.6,18000,3000,429,148
TM_019-C001-00234,TM_019,Customer check-in support,Synthesis & recommendation,A008,GPT-5.4,14000,1800,429,156
TM_019-C002-00235,TM_019,Customer check-in support,Synthesis & recommendation,A005,GPT-5.4,14000,1800,425,160
TM_019-C003-00236,TM_019,Customer check-in support,Synthesis & recommendation,A014,GPT-5.4,14000,1800,424,154
TM_019-C004-00237,TM_019,Customer check-in support,Synthesis & recommendation,A003,GPT-5.4,14000,1800,423,154
TM_019-C005-00238,TM_019,Customer check-in support,Synthesis & recommendation,A006,GPT-5.4,14000,1800,426,152
TM_019-C006-00239,TM_019,Customer check-in support,Synthesis & recommendation,A010,GPT-5.4,14000,1800,428,150
TM_019-C007-00240,TM_019,Customer check-in support,Synthesis & recommendation,A017,GPT-5.4,14000,1800,424,144
TM_019-C008-00241,TM_019,Customer check-in support,Synthesis & recommendation,A015,GPT-5.4,14000,1800,426,144
TM_019-C009-00242,TM_019,Customer check-in support,Synthesis & recommendation,A012,GPT-5.4,14000,1800,419,141
TM_019-C010-00243,TM_019,Customer check-in support,Synthesis & recommendation,A018,GPT-5.4,14000,1800,423,133
TM_019-C011-00244,TM_019,Customer check-in support,Synthesis & recommendation,A001,GPT-5.4,14000,1800,423,144
TM_019-C012-00245,TM_019,Customer check-in support,Synthesis & recommendation,A002,GPT-5.4,14000,1800,423,148
TM_020-C001-00246,TM_020,Customer check-in support,Prioritization & queue ranking,C001,Claude Haiku 4.5,5000,350,443,90
TM_020-C003-00247,TM_020,Customer check-in support,Prioritization & queue ranking,C003,Claude Haiku 4.5,5000,350,442,87
TM_020-C007-00248,TM_020,Customer check-in support,Prioritization & queue ranking,C007,Claude Haiku 4.5,5000,350,440,87
TM_020-C002-00249,TM_020,Customer check-in support,Prioritization & queue ranking,C002,Claude Haiku 4.5,5000,350,443,90
TM_020-C012-00250,TM_020,Customer check-in support,Prioritization & queue ranking,C012,Claude Haiku 4.5,5000,350,444,90
TM_020-C009-00251,TM_020,Customer check-in support,Prioritization & queue ranking,C009,Claude Haiku 4.5,5000,350,442,87
TM_020-C006-00252,TM_020,Customer check-in support,Prioritization & queue ranking,C006,Claude Haiku 4.5,5000,350,443,88
TM_020-C011-00253,TM_020,Customer check-in support,Prioritization & queue ranking,C011,Claude Haiku 4.5,5000,350,442,87
TM_020-C008-00254,TM_020,Customer check-in support,Prioritization & queue ranking,C008,Claude Haiku 4.5,5000,350,444,88
TM_020-C010-00255,TM_020,Customer check-in support,Prioritization & queue ranking,C010,Claude Haiku 4.5,5000,350,443,85
TM_020-C004-00256,TM_020,Customer check-in support,Prioritization & queue ranking,C004,Claude Haiku 4.5,5000,350,444,86
TM_020-C005-00257,TM_020,Customer check-in support,Prioritization & queue ranking,C005,Claude Haiku 4.5,5000,350,445,89
TM_021-C001-00258,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C001,Claude Haiku 4.5,5000,500,393,49
TM_021-C002-00259,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C002,Claude Haiku 4.5,5000,500,393,49
TM_021-C003-00260,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C003,Claude Haiku 4.5,5000,500,393,49
TM_021-C004-00261,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C004,Claude Haiku 4.5,5000,500,395,49
TM_021-C005-00262,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C005,Claude Haiku 4.5,5000,500,396,49
TM_021-C006-00263,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C006,Claude Haiku 4.5,5000,500,394,49
TM_021-C007-00264,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C007,Claude Haiku 4.5,5000,500,391,49
TM_021-C008-00265,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C008,Claude Haiku 4.5,5000,500,395,49
TM_021-C009-00266,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C009,Claude Haiku 4.5,5000,500,393,49
TM_021-C010-00267,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C010,Claude Haiku 4.5,5000,500,394,49
TM_021-C011-00268,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C011,Claude Haiku 4.5,5000,500,393,49
TM_021-C012-00269,TM_021,Customer check-in support,Deployment tracking & outcome measurement,C012,Claude Haiku 4.5,5000,500,394,49
TM_022-O001-00270,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O001,text-embedding-3-small,5000,0,144,69
TM_022-O002-00271,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O002,text-embedding-3-small,5000,0,143,69
TM_022-O003-00272,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O003,text-embedding-3-small,5000,0,144,69
TM_022-O004-00273,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O004,text-embedding-3-small,5000,0,143,69
TM_022-O005-00274,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O005,text-embedding-3-small,5000,0,143,69
TM_022-O006-00275,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O006,text-embedding-3-small,5000,0,144,69
TM_022-O007-00276,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O007,text-embedding-3-small,5000,0,143,69
TM_022-O008-00277,TM_022,Quality review,"Signal monitoring, context assembly & portfolio pattern detection",O008,text-embedding-3-small,5000,0,143,69
TM_023-O001-00278,TM_023,Quality review,Quality evaluation & validation,A008,GPT-5.4,12000,1800,651,101
TM_023-O002-00279,TM_023,Quality review,Quality evaluation & validation,A005,GPT-5.4,12000,1800,610,99
TM_023-O003-00280,TM_023,Quality review,Quality evaluation & validation,A014,GPT-5.4,12000,1800,615,54
TM_023-O004-00281,TM_023,Quality review,Quality evaluation & validation,A017,GPT-5.4,12000,1800,610,99
TM_023-O005-00282,TM_023,Quality review,Quality evaluation & validation,A003,GPT-5.4,12000,1800,577,54
TM_023-O006-00283,TM_023,Quality review,Quality evaluation & validation,A010,GPT-5.4,12000,1800,620,54
TM_023-O007-00284,TM_023,Quality review,Quality evaluation & validation,A012,GPT-5.4,12000,1800,579,97
TM_023-O008-00285,TM_023,Quality review,Quality evaluation & validation,A015,GPT-5.4,12000,1800,611,54
TM_024-O001-00286,TM_024,Quality review,Synthesis & recommendation,A008,Claude Sonnet 4.6,12000,2200,654,101
TM_024-O002-00287,TM_024,Quality review,Synthesis & recommendation,A005,Claude Sonnet 4.6,12000,2200,612,99
TM_024-O004-00288,TM_024,Quality review,Synthesis & recommendation,A017,Claude Sonnet 4.6,12000,2200,613,99
TM_024-O007-00289,TM_024,Quality review,Synthesis & recommendation,A012,Claude Sonnet 4.6,12000,2200,582,97
TM_025-O001-00290,TM_025,Quality review,"Routing, handoff & escalation",O001,Claude Haiku 4.5,4500,500,494,66
TM_025-O002-00291,TM_025,Quality review,"Routing, handoff & escalation",O002,Claude Haiku 4.5,4500,500,494,67
TM_025-O004-00292,TM_025,Quality review,"Routing, handoff & escalation",O004,Claude Haiku 4.5,4500,500,494,69
TM_025-O007-00293,TM_025,Quality review,"Routing, handoff & escalation",O007,Claude Haiku 4.5,4500,500,494,63
TM_026-O001-00294,TM_026,Quality review,Deployment tracking & outcome measurement,O001,Claude Haiku 4.5,3500,350,390,49
TM_026-O002-00295,TM_026,Quality review,Deployment tracking & outcome measurement,O002,Claude Haiku 4.5,3500,350,390,49
TM_026-O004-00296,TM_026,Quality review,Deployment tracking & outcome measurement,O004,Claude Haiku 4.5,3500,350,390,49
TM_026-O007-00297,TM_026,Quality review,Deployment tracking & outcome measurement,O007,Claude Haiku 4.5,3500,350,390,49
TM_027-A001-00298,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A001,text-embedding-3-small,8000,0,227,154
TM_027-A002-00299,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A002,text-embedding-3-small,8000,0,227,154
TM_027-A004-00300,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A004,text-embedding-3-small,8000,0,227,154
TM_027-A005-00301,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A005,text-embedding-3-small,8000,0,227,154
TM_027-A008-00302,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A008,text-embedding-3-small,8000,0,227,154
TM_027-A010-00303,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A010,text-embedding-3-small,8000,0,227,154
TM_027-A012-00304,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A012,text-embedding-3-small,8000,0,227,154
TM_027-A014-00305,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A014,text-embedding-3-small,8000,0,227,154
TM_027-A017-00306,TM_027,Targeted intervention planning,"Signal monitoring, context assembly & portfolio pattern detection",A017,text-embedding-3-small,8000,0,227,154
TM_028-A001-00307,TM_028,Targeted intervention planning,Intervention design,A001,Claude Sonnet 4.6,40000,5000,473,197
TM_028-A002-00308,TM_028,Targeted intervention planning,Intervention design,A002,Claude Sonnet 4.6,40000,5000,473,197
TM_028-A004-00309,TM_028,Targeted intervention planning,Intervention design,A004,Claude Sonnet 4.6,40000,5000,470,192
TM_028-A005-00310,TM_028,Targeted intervention planning,Intervention design,A005,Claude Sonnet 4.6,40000,5000,473,197
TM_028-A008-00311,TM_028,Targeted intervention planning,Intervention design,A008,Claude Sonnet 4.6,40000,5000,482,216
TM_028-A010-00312,TM_028,Targeted intervention planning,Intervention design,A010,Claude Sonnet 4.6,40000,5000,461,173
TM_028-A012-00313,TM_028,Targeted intervention planning,Intervention design,A012,Claude Sonnet 4.6,40000,5000,461,173
TM_028-A014-00314,TM_028,Targeted intervention planning,Intervention design,A014,Claude Sonnet 4.6,40000,5000,482,216
TM_028-A017-00315,TM_028,Targeted intervention planning,Intervention design,A017,Claude Sonnet 4.6,40000,5000,482,216
TM_029-A001-00316,TM_029,Targeted intervention planning,Synthesis & recommendation,A001,GPT-5.4,18000,2500,474,197
TM_029-A002-00317,TM_029,Targeted intervention planning,Synthesis & recommendation,A002,GPT-5.4,18000,2500,474,197
TM_029-A004-00318,TM_029,Targeted intervention planning,Synthesis & recommendation,A004,GPT-5.4,18000,2500,471,192
TM_029-A005-00319,TM_029,Targeted intervention planning,Synthesis & recommendation,A005,GPT-5.4,18000,2500,474,197
TM_029-A008-00320,TM_029,Targeted intervention planning,Synthesis & recommendation,A008,GPT-5.4,18000,2500,483,216
TM_029-A010-00321,TM_029,Targeted intervention planning,Synthesis & recommendation,A010,GPT-5.4,18000,2500,462,173
TM_029-A012-00322,TM_029,Targeted intervention planning,Synthesis & recommendation,A012,GPT-5.4,18000,2500,462,173
TM_029-A014-00323,TM_029,Targeted intervention planning,Synthesis & recommendation,A014,GPT-5.4,18000,2500,483,216
TM_029-A017-00324,TM_029,Targeted intervention planning,Synthesis & recommendation,A017,GPT-5.4,18000,2500,483,216
TM_030-A008-00325,TM_030,Targeted intervention planning,Prioritization & queue ranking,A008,Claude Haiku 4.5,7000,600,454,101
TM_030-A014-00326,TM_030,Targeted intervention planning,Prioritization & queue ranking,A014,Claude Haiku 4.5,7000,600,454,99
TM_030-A017-00327,TM_030,Targeted intervention planning,Prioritization & queue ranking,A017,Claude Haiku 4.5,7000,600,454,101
TM_030-A005-00328,TM_030,Targeted intervention planning,Prioritization & queue ranking,A005,Claude Haiku 4.5,7000,600,445,93
TM_030-A002-00329,TM_030,Targeted intervention planning,Prioritization & queue ranking,A002,Claude Haiku 4.5,7000,600,445,92
TM_030-A004-00330,TM_030,Targeted intervention planning,Prioritization & queue ranking,A004,Claude Haiku 4.5,7000,600,442,86
TM_030-A012-00331,TM_030,Targeted intervention planning,Prioritization & queue ranking,A012,Claude Haiku 4.5,7000,600,433,78
TM_030-A010-00332,TM_030,Targeted intervention planning,Prioritization & queue ranking,A010,Claude Haiku 4.5,7000,600,433,77
TM_030-A001-00333,TM_030,Targeted intervention planning,Prioritization & queue ranking,A001,Claude Haiku 4.5,7000,600,445,90
TM_031-A001-00334,TM_031,Targeted intervention planning,Quality evaluation & validation,A001,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A002-00335,TM_031,Targeted intervention planning,Quality evaluation & validation,A002,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A004-00336,TM_031,Targeted intervention planning,Quality evaluation & validation,A004,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A005-00337,TM_031,Targeted intervention planning,Quality evaluation & validation,A005,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A008-00338,TM_031,Targeted intervention planning,Quality evaluation & validation,A008,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A010-00339,TM_031,Targeted intervention planning,Quality evaluation & validation,A010,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A012-00340,TM_031,Targeted intervention planning,Quality evaluation & validation,A012,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A014-00341,TM_031,Targeted intervention planning,Quality evaluation & validation,A014,Claude Sonnet 4.6,16000,2000,509,60
TM_031-A017-00342,TM_031,Targeted intervention planning,Quality evaluation & validation,A017,Claude Sonnet 4.6,16000,2000,509,60
TM_032-A001-00343,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A001,Claude Haiku 4.5,6000,700,403,57
TM_032-A002-00344,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A002,Claude Haiku 4.5,6000,700,402,55
TM_032-A004-00345,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A004,Claude Haiku 4.5,6000,700,393,50
TM_032-A005-00346,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A005,Claude Haiku 4.5,6000,700,403,57
TM_032-A008-00347,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A008,Claude Haiku 4.5,6000,700,414,59
TM_032-A010-00348,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A010,Claude Haiku 4.5,6000,700,391,57
TM_032-A012-00349,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A012,Claude Haiku 4.5,6000,700,389,55
TM_032-A014-00350,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A014,Claude Haiku 4.5,6000,700,411,56
TM_032-A017-00351,TM_032,Targeted intervention planning,Deployment tracking & outcome measurement,A017,Claude Haiku 4.5,6000,700,414,58
TM_033-A002-00352,TM_033,"Routing for resolution, follow-up, or escalation","Intake, classification & triage",A002,Claude Haiku 4.5,5000,450,686,218
TM_033-A004-00353,TM_033,"Routing for resolution, follow-up, or escalation","Intake, classification & triage",A004,Claude Haiku 4.5,5000,450,667,197
TM_033-A005-00354,TM_033,"Routing for resolution, follow-up, or escalation","Intake, classification & triage",A005,Claude Haiku 4.5,5000,450,706,237
TM_033-A008-00355,TM_033,"Routing for resolution, follow-up, or escalation","Intake, classification & triage",A008,Claude Haiku 4.5,5000,450,726,231
TM_033-A014-00356,TM_033,"Routing for resolution, follow-up, or escalation","Intake, classification & triage",A014,Claude Haiku 4.5,5000,450,698,232
TM_033-A017-00357,TM_033,"Routing for resolution, follow-up, or escalation","Intake, classification & triage",A017,Claude Haiku 4.5,5000,450,701,212
TM_034-A002-00358,TM_034,"Routing for resolution, follow-up, or escalation","Routing, handoff & escalation",A002,Claude Haiku 4.5,6000,600,496,65
TM_034-A004-00359,TM_034,"Routing for resolution, follow-up, or escalation","Routing, handoff & escalation",A004,Claude Haiku 4.5,6000,600,492,55
TM_034-A005-00360,TM_034,"Routing for resolution, follow-up, or escalation","Routing, handoff & escalation",A005,Claude Haiku 4.5,6000,600,507,74
TM_034-A008-00361,TM_034,"Routing for resolution, follow-up, or escalation","Routing, handoff & escalation",A008,Claude Haiku 4.5,6000,600,516,83
TM_034-A014-00362,TM_034,"Routing for resolution, follow-up, or escalation","Routing, handoff & escalation",A014,Claude Haiku 4.5,6000,600,503,66
TM_034-A017-00363,TM_034,"Routing for resolution, follow-up, or escalation","Routing, handoff & escalation",A017,Claude Haiku 4.5,6000,600,505,74
TM_035-A008-00364,TM_035,"Routing for resolution, follow-up, or escalation",Prioritization & queue ranking,A008,Claude Haiku 4.5,5000,400,463,105
TM_035-A014-00365,TM_035,"Routing for resolution, follow-up, or escalation",Prioritization & queue ranking,A014,Claude Haiku 4.5,5000,400,450,90
TM_035-A017-00366,TM_035,"Routing for resolution, follow-up, or escalation",Prioritization & queue ranking,A017,Claude Haiku 4.5,5000,400,452,93
TM_035-A005-00367,TM_035,"Routing for resolution, follow-up, or escalation",Prioritization & queue ranking,A005,Claude Haiku 4.5,5000,400,454,96
TM_035-A002-00368,TM_035,"Routing for resolution, follow-up, or escalation",Prioritization & queue ranking,A002,Claude Haiku 4.5,5000,400,443,84
TM_035-A004-00369,TM_035,"Routing for resolution, follow-up, or escalation",Prioritization & queue ranking,A004,Claude Haiku 4.5,5000,400,439,77
TM_036-A002-00370,TM_036,"Routing for resolution, follow-up, or escalation",Deployment tracking & outcome measurement,A002,Claude Haiku 4.5,4000,350,401,56
TM_036-A004-00371,TM_036,"Routing for resolution, follow-up, or escalation",Deployment tracking & outcome measurement,A004,Claude Haiku 4.5,4000,350,391,51
TM_036-A005-00372,TM_036,"Routing for resolution, follow-up, or escalation",Deployment tracking & outcome measurement,A005,Claude Haiku 4.5,4000,350,413,58
TM_036-A008-00373,TM_036,"Routing for resolution, follow-up, or escalation",Deployment tracking & outcome measurement,A008,Claude Haiku 4.5,4000,350,425,60
TM_036-A014-00374,TM_036,"Routing for resolution, follow-up, or escalation",Deployment tracking & outcome measurement,A014,Claude Haiku 4.5,4000,350,409,57
TM_036-A017-00375,TM_036,"Routing for resolution, follow-up, or escalation",Deployment tracking & outcome measurement,A017,Claude Haiku 4.5,4000,350,413,59
TM_037-A008-00376,TM_037,"Routing for resolution, follow-up, or escalation",Synthesis & recommendation,A008,GPT-5.5,30000,5000,549,162
TM_037-A005-00377,TM_037,"Routing for resolution, follow-up, or escalation",Synthesis & recommendation,A005,GPT-5.5,30000,5000,538,162
TM_037-A002-00378,TM_037,"Routing for resolution, follow-up, or escalation",Synthesis & recommendation,A002,GPT-5.5,30000,5000,530,162
